params: /var/spool/slurmd/job30980788/slurm_script, params_512.txt, 
Setting MPI environment
Reading parameters:
	 rhs_function=2
	 nx=512
	 ny=512
	 foutput=100000
	 nstep_max=100000
	 tolerance=1e-08
	 domain_decomposition=2
	 communication=2
I am rank 0 and my domain is: xmin, xmax, ymin, ymax: 0 15 0 512
I am rank 0, my neighbours are: left: -1, right: 1, bottom: -1, top: -1
I am writing output_source
Step 1, Diff=0.0078125
Step 35618, Diff=1.73215e-06
Step 35619, Diff=1.73209e-06
Step 35620, Diff=1.73204e-06
Step 35621, Diff=1.73199e-06
Step 35622, Diff=1.73193e-06
Step 35623, Diff=1.73188e-06
Step 35624, Diff=1.73183e-06
Step 35625, Diff=1.73177e-06
Step 35626, Diff=1.73172e-06
Step 35627, Diff=1.73167e-06
Step 35628, Diff=1.73162e-06
Step 35629, Diff=1.73156e-06
Step 35630, Diff=1.73151e-06
Step 35631, Diff=1.73146e-06
Step 35632, Diff=1.7314e-06
Step 35633, Diff=1.73135e-06
Step 35634, Diff=1.7313e-06
Step 35635, Diff=1.73125e-06
Step 35636, Diff=1.73119e-06
Step 35637, Diff=1.73114e-06
Step 35638, Diff=1.73109e-06
Step 35639, Diff=1.73103e-06
Step 35640, Diff=1.73098e-06
Step 35641, Diff=1.73093e-06
Step 35642, Diff=1.73088e-06
Step 35643, Diff=1.73082e-06
Step 35644, Diff=1.73077e-06
Step 35645, Diff=1.73072e-06
Step 35646, Diff=1.73066e-06
Step 35647, Diff=1.73061e-06
Step 35648, Diff=1.73056e-06
Step 35649, Diff=1.73051e-06
Step 35650, Diff=1.73045e-06
Step 35651, Diff=1.7304e-06
Step 35652, Diff=1.73035e-06
Step 35653, Diff=1.73029e-06
Step 35654, Diff=1.73024e-06
Step 35655, Diff=1.73019e-06
Step 35656, Diff=1.73014e-06
Step 35657, Diff=1.73008e-06
Step 35658, Diff=1.73003e-06
Step 35659, Diff=1.72998e-06
Step 35660, Diff=1.72993e-06
Step 35661, Diff=1.72987e-06
Step 35662, Diff=1.72982e-06
Step 35663, Diff=1.72977e-06
Step 35664, Diff=1.72971e-06
Step 35665, Diff=1.72966e-06
Step 35666, Diff=1.72961e-06
Step 35667, Diff=1.72956e-06
Step 35668, Diff=1.7295e-06
Step 35669, Diff=1.72945e-06
Step 35670, Diff=1.7294e-06
Step 35671, Diff=1.72934e-06
Step 35672, Diff=1.72929e-06
Step 35673, Diff=1.72924e-06
Step 35674, Diff=1.72919e-06
Step 35675, Diff=1.72913e-06
Step 35676, Diff=1.72908e-06
Step 35677, Diff=1.72903e-06
Step 35678, Diff=1.72897e-06
Step 35679, Diff=1.72892e-06
Step 35680, Diff=1.72887e-06
Step 35681, Diff=1.72882e-06
Step 35682, Diff=1.72876e-06
Step 35683, Diff=1.72871e-06
Step 35684, Diff=1.72866e-06
Step 35685, Diff=1.72861e-06
Step 35686, Diff=1.72855e-06
Step 35687, Diff=1.7285e-06
Step 35688, Diff=1.72845e-06
Step 35689, Diff=1.72839e-06
Step 35690, Diff=1.72834e-06
Step 35691, Diff=1.72829e-06
Step 35692, Diff=1.72824e-06
Step 35693, Diff=1.72818e-06
Step 35694, Diff=1.72813e-06
Step 35695, Diff=1.72808e-06
Step 35696, Diff=1.72803e-06
Step 35697, Diff=1.72797e-06
Step 35698, Diff=1.72792e-06
Step 35699, Diff=1.72787e-06
Step 35700, Diff=1.72781e-06
Step 35701, Diff=1.72776e-06
Step 35702, Diff=1.72771e-06
Step 35703, Diff=1.72766e-06
Step 35704, Diff=1.7276e-06
Step 35705, Diff=1.72755e-06
Step 35706, Diff=1.7275e-06
Step 35707, Diff=1.72745e-06
Step 35708, Diff=1.72739e-06
Step 35709, Diff=1.72734e-06
Step 35710, Diff=1.72729e-06
Step 35711, Diff=1.72724e-06
Step 35712, Diff=1.72718e-06
Step 35713, Diff=1.72713e-06
Step 35714, Diff=1.72708e-06
Step 35715, Diff=1.72702e-06
Step 35716, Diff=1.72697e-06
Step 35717, Diff=1.72692e-06
Step 35718, Diff=1.72687e-06
Step 35719, Diff=1.72681e-06
Step 35720, Diff=1.72676e-06
Step 35721, Diff=1.72671e-06
Step 35722, Diff=1.72666e-06
Step 35723, Diff=1.7266e-06
Step 35724, Diff=1.72655e-06
Step 35725, Diff=1.7265e-06
Step 35726, Diff=1.72645e-06
Step 35727, Diff=1.72639e-06
Step 35728, Diff=1.72634e-06
Step 35729, Diff=1.72629e-06
Step 35730, Diff=1.72624e-06
Step 35731, Diff=1.72618e-06
Step 35732, Diff=1.72613e-06
Step 35733, Diff=1.72608e-06
Step 35734, Diff=1.72602e-06
Step 35735, Diff=1.72597e-06
Step 35736, Diff=1.72592e-06
Step 35737, Diff=1.72587e-06
Step 35738, Diff=1.72581e-06
Step 35739, Diff=1.72576e-06
Step 35740, Diff=1.72571e-06
Step 35741, Diff=1.72566e-06
Step 35742, Diff=1.7256e-06
Step 35743, Diff=1.72555e-06
Step 35744, Diff=1.7255e-06
Step 35745, Diff=1.72545e-06
Step 35746, Diff=1.72539e-06
Step 35747, Diff=1.72534e-06
Step 35748, Diff=1.72529e-06
Step 35749, Diff=1.72524e-06
Step 35750, Diff=1.72518e-06
Step 35751, Diff=1.72513e-06
Step 35752, Diff=1.72508e-06
Step 35753, Diff=1.72503e-06
Step 35754, Diff=1.72497e-06
Step 35755, Diff=1.72492e-06
Step 35756, Diff=1.72487e-06
Step 35757, Diff=1.72482e-06
Step 35758, Diff=1.72476e-06
Step 35759, Diff=1.72471e-06
Step 35760, Diff=1.72466e-06
Step 35761, Diff=1.72461e-06
Step 35762, Diff=1.72455e-06
Step 35763, Diff=1.7245e-06
Step 35764, Diff=1.72445e-06
Step 35765, Diff=1.7244e-06
Step 35766, Diff=1.72434e-06
Step 35767, Diff=1.72429e-06
Step 35768, Diff=1.72424e-06
Step 35769, Diff=1.72419e-06
Step 35770, Diff=1.72413e-06
Step 35771, Diff=1.72408e-06
Step 35772, Diff=1.72403e-06
Step 35773, Diff=1.72397e-06
Step 35774, Diff=1.72392e-06
Step 35775, Diff=1.72387e-06
Step 35776, Diff=1.72382e-06
Step 35777, Diff=1.72376e-06
Step 35778, Diff=1.72371e-06
Step 35779, Diff=1.72366e-06
Step 35780, Diff=1.72361e-06
Step 35781, Diff=1.72356e-06
Step 35782, Diff=1.7235e-06
Step 35783, Diff=1.72345e-06
Step 35784, Diff=1.7234e-06
Step 35785, Diff=1.72335e-06
Step 35786, Diff=1.72329e-06
Step 35787, Diff=1.72324e-06
Step 35788, Diff=1.72319e-06
Step 35789, Diff=1.72314e-06
Step 35790, Diff=1.72308e-06
Step 35791, Diff=1.72303e-06
Step 35792, Diff=1.72298e-06
Step 35793, Diff=1.72293e-06
Step 35794, Diff=1.72287e-06
Step 35795, Diff=1.72282e-06
Step 35796, Diff=1.72277e-06
Step 35797, Diff=1.72272e-06
Step 35798, Diff=1.72266e-06
Step 35799, Diff=1.72261e-06
Step 35800, Diff=1.72256e-06
Step 35801, Diff=1.72251e-06
Step 35802, Diff=1.72245e-06
Step 35803, Diff=1.7224e-06
Step 35804, Diff=1.72235e-06
Step 35805, Diff=1.7223e-06
Step 35806, Diff=1.72224e-06
Step 35807, Diff=1.72219e-06
Step 35808, Diff=1.72214e-06
Step 35809, Diff=1.72209e-06
Step 35810, Diff=1.72203e-06
Step 35811, Diff=1.72198e-06
Step 35812, Diff=1.72193e-06
Step 35813, Diff=1.72188e-06
Step 35814, Diff=1.72182e-06
Step 35815, Diff=1.72177e-06
Step 35816, Diff=1.72172e-06
Step 35817, Diff=1.72167e-06
Step 35818, Diff=1.72161e-06
Step 35819, Diff=1.72156e-06
Step 35820, Diff=1.72151e-06
Step 35821, Diff=1.72146e-06
Step 35822, Diff=1.72141e-06
Step 35823, Diff=1.72135e-06
Step 35824, Diff=1.7213e-06
Step 35825, Diff=1.72125e-06
Step 35826, Diff=1.7212e-06
Step 35827, Diff=1.72114e-06
Step 35828, Diff=1.72109e-06
Step 35829, Diff=1.72104e-06
Step 35830, Diff=1.72099e-06
Step 35831, Diff=1.72093e-06
Step 35832, Diff=1.72088e-06
Step 35833, Diff=1.72083e-06
Step 35834, Diff=1.72078e-06
Step 35835, Diff=1.72072e-06
Step 35836, Diff=1.72067e-06
Step 35837, Diff=1.72062e-06
Step 35838, Diff=1.72057e-06
Step 35839, Diff=1.72052e-06
Step 35840, Diff=1.72046e-06
Step 35841, Diff=1.72041e-06
Step 35842, Diff=1.72036e-06
Step 35843, Diff=1.72031e-06
Step 35844, Diff=1.72025e-06
Step 35845, Diff=1.7202e-06
Step 35846, Diff=1.72015e-06
Step 35847, Diff=1.7201e-06
Step 35848, Diff=1.72004e-06
Step 35849, Diff=1.71999e-06
Step 35850, Diff=1.71994e-06
Step 35851, Diff=1.71989e-06
Step 35852, Diff=1.71984e-06
Step 35853, Diff=1.71978e-06
Step 35854, Diff=1.71973e-06
Step 35855, Diff=1.71968e-06
Step 35856, Diff=1.71963e-06
Step 35857, Diff=1.71957e-06
Step 35858, Diff=1.71952e-06
Step 35859, Diff=1.71947e-06
Step 35860, Diff=1.71942e-06
Step 35861, Diff=1.71936e-06
Step 35862, Diff=1.71931e-06
Step 35863, Diff=1.71926e-06
Step 35864, Diff=1.71921e-06
Step 35865, Diff=1.71916e-06
Step 35866, Diff=1.7191e-06
Step 35867, Diff=1.71905e-06
Step 35868, Diff=1.719e-06
Step 35869, Diff=1.71895e-06
Step 35870, Diff=1.71889e-06
Step 35871, Diff=1.71884e-06
Step 35872, Diff=1.71879e-06
Step 35873, Diff=1.71874e-06
Step 35874, Diff=1.71869e-06
Step 35875, Diff=1.71863e-06
Step 35876, Diff=1.71858e-06
Step 35877, Diff=1.71853e-06
Step 35878, Diff=1.71848e-06
Step 35879, Diff=1.71842e-06
Step 35880, Diff=1.71837e-06
Step 35881, Diff=1.71832e-06
Step 35882, Diff=1.71827e-06
Step 35883, Diff=1.71821e-06
Step 35884, Diff=1.71816e-06
Step 35885, Diff=1.71811e-06
Step 35886, Diff=1.71806e-06
Step 35887, Diff=1.71801e-06
Step 35888, Diff=1.71795e-06
Step 35889, Diff=1.7179e-06
Step 35890, Diff=1.71785e-06
Step 35891, Diff=1.7178e-06
Step 35892, Diff=1.71775e-06
Step 35893, Diff=1.71769e-06
Step 35894, Diff=1.71764e-06
Step 35895, Diff=1.71759e-06
Step 35896, Diff=1.71754e-06
Step 35897, Diff=1.71748e-06
Step 35898, Diff=1.71743e-06
Step 35899, Diff=1.71738e-06
Step 35900, Diff=1.71733e-06
Step 35901, Diff=1.71728e-06
Step 35902, Diff=1.71722e-06
Step 35903, Diff=1.71717e-06
Step 35904, Diff=1.71712e-06
Step 35905, Diff=1.71707e-06
Step 35906, Diff=1.71701e-06
Step 35907, Diff=1.71696e-06
Step 35908, Diff=1.71691e-06
Step 35909, Diff=1.71686e-06
Step 35910, Diff=1.71681e-06
Step 35911, Diff=1.71675e-06
Step 35912, Diff=1.7167e-06
Step 35913, Diff=1.71665e-06
Step 35914, Diff=1.7166e-06
Step 35915, Diff=1.71655e-06
Step 35916, Diff=1.71649e-06
Step 35917, Diff=1.71644e-06
Step 35918, Diff=1.71639e-06
Step 35919, Diff=1.71634e-06
Step 35920, Diff=1.71628e-06
Step 35921, Diff=1.71623e-06
Step 35922, Diff=1.71618e-06
Step 35923, Diff=1.71613e-06
Step 35924, Diff=1.71608e-06
Step 35925, Diff=1.71602e-06
Step 35926, Diff=1.71597e-06
Step 35927, Diff=1.71592e-06
Step 35928, Diff=1.71587e-06
Step 35929, Diff=1.71582e-06
Step 35930, Diff=1.71576e-06
Step 35931, Diff=1.71571e-06
Step 35932, Diff=1.71566e-06
Step 35933, Diff=1.71561e-06
Step 35934, Diff=1.71556e-06
Step 35935, Diff=1.7155e-06
Step 35936, Diff=1.71545e-06
Step 35937, Diff=1.7154e-06
Step 35938, Diff=1.71535e-06
Step 35939, Diff=1.71529e-06
Step 35940, Diff=1.71524e-06
Step 35941, Diff=1.71519e-06
Step 35942, Diff=1.71514e-06
Step 35943, Diff=1.71509e-06
Step 35944, Diff=1.71503e-06
Step 35945, Diff=1.71498e-06
Step 35946, Diff=1.71493e-06
Step 35947, Diff=1.71488e-06
Step 35948, Diff=1.71483e-06
Step 35949, Diff=1.71477e-06
Step 35950, Diff=1.71472e-06
Step 35951, Diff=1.71467e-06
Step 35952, Diff=1.71462e-06
Step 35953, Diff=1.71457e-06
Step 35954, Diff=1.71451e-06
Step 35955, Diff=1.71446e-06
Step 35956, Diff=1.71441e-06
Step 35957, Diff=1.71436e-06
Step 35958, Diff=1.71431e-06
Step 35959, Diff=1.71425e-06
Step 35960, Diff=1.7142e-06
Step 35961, Diff=1.71415e-06
Step 35962, Diff=1.7141e-06
Step 35963, Diff=1.71405e-06
Step 35964, Diff=1.71399e-06
Step 35965, Diff=1.71394e-06
Step 35966, Diff=1.71389e-06
Step 35967, Diff=1.71384e-06
Step 35968, Diff=1.71379e-06
Step 35969, Diff=1.71373e-06
Step 35970, Diff=1.71368e-06
Step 35971, Diff=1.71363e-06
Step 35972, Diff=1.71358e-06
Step 35973, Diff=1.71353e-06
Step 35974, Diff=1.71347e-06
Step 35975, Diff=1.71342e-06
Step 35976, Diff=1.71337e-06
Step 35977, Diff=1.71332e-06
Step 35978, Diff=1.71327e-06
Step 35979, Diff=1.71321e-06
Step 35980, Diff=1.71316e-06
Step 35981, Diff=1.71311e-06
Step 35982, Diff=1.71306e-06
Step 35983, Diff=1.71301e-06
Step 35984, Diff=1.71295e-06
Step 35985, Diff=1.7129e-06
Step 35986, Diff=1.71285e-06
Step 35987, Diff=1.7128e-06
Step 35988, Diff=1.71275e-06
Step 35989, Diff=1.71269e-06
Step 35990, Diff=1.71264e-06
Step 35991, Diff=1.71259e-06
Step 35992, Diff=1.71254e-06
Step 35993, Diff=1.71249e-06
Step 35994, Diff=1.71243e-06
Step 35995, Diff=1.71238e-06
Step 35996, Diff=1.71233e-06
Step 35997, Diff=1.71228e-06
Step 35998, Diff=1.71223e-06
Step 35999, Diff=1.71217e-06
Step 36000, Diff=1.71212e-06
Step 36001, Diff=1.71207e-06
Step 36002, Diff=1.71202e-06
Step 36003, Diff=1.71197e-06
Step 36004, Diff=1.71192e-06
Step 36005, Diff=1.71186e-06
Step 36006, Diff=1.71181e-06
Step 36007, Diff=1.71176e-06
Step 36008, Diff=1.71171e-06
Step 36009, Diff=1.71166e-06
Step 36010, Diff=1.7116e-06
Step 36011, Diff=1.71155e-06
Step 36012, Diff=1.7115e-06
Step 36013, Diff=1.71145e-06
Step 36014, Diff=1.7114e-06
Step 36015, Diff=1.71134e-06
Step 36016, Diff=1.71129e-06
Step 36017, Diff=1.71124e-06
Step 36018, Diff=1.71119e-06
Step 36019, Diff=1.71114e-06
Step 36020, Diff=1.71109e-06
Step 36021, Diff=1.71103e-06
Step 36022, Diff=1.71098e-06
Step 36023, Diff=1.71093e-06
Step 36024, Diff=1.71088e-06
Step 36025, Diff=1.71083e-06
Step 36026, Diff=1.71077e-06
Step 36027, Diff=1.71072e-06
Step 36028, Diff=1.71067e-06
Step 36029, Diff=1.71062e-06
Step 36030, Diff=1.71057e-06
Step 36031, Diff=1.71051e-06
Step 36032, Diff=1.71046e-06
Step 36033, Diff=1.71041e-06
Step 36034, Diff=1.71036e-06
Step 36035, Diff=1.71031e-06
Step 36036, Diff=1.71026e-06
Step 36037, Diff=1.7102e-06
Step 36038, Diff=1.71015e-06
Step 36039, Diff=1.7101e-06
Step 36040, Diff=1.71005e-06
Step 36041, Diff=1.71e-06
Step 36042, Diff=1.70994e-06
Step 36043, Diff=1.70989e-06
Step 36044, Diff=1.70984e-06
Step 36045, Diff=1.70979e-06
Step 36046, Diff=1.70974e-06
Step 36047, Diff=1.70969e-06
Step 36048, Diff=1.70963e-06
Step 36049, Diff=1.70958e-06
Step 36050, Diff=1.70953e-06
Step 36051, Diff=1.70948e-06
Step 36052, Diff=1.70943e-06
Step 36053, Diff=1.70937e-06
Step 36054, Diff=1.70932e-06
Step 36055, Diff=1.70927e-06
Step 36056, Diff=1.70922e-06
Step 36057, Diff=1.70917e-06
Step 36058, Diff=1.70912e-06
Step 36059, Diff=1.70906e-06
Step 36060, Diff=1.70901e-06
Step 36061, Diff=1.70896e-06
Step 36062, Diff=1.70891e-06
Step 36063, Diff=1.70886e-06
Step 36064, Diff=1.70881e-06
Step 36065, Diff=1.70875e-06
Step 36066, Diff=1.7087e-06
Step 36067, Diff=1.70865e-06
Step 36068, Diff=1.7086e-06
Step 36069, Diff=1.70855e-06
Step 36070, Diff=1.70849e-06
Step 36071, Diff=1.70844e-06
Step 36072, Diff=1.70839e-06
Step 36073, Diff=1.70834e-06
Step 36074, Diff=1.70829e-06
Step 36075, Diff=1.70824e-06
Step 36076, Diff=1.70818e-06
Step 36077, Diff=1.70813e-06
Step 36078, Diff=1.70808e-06
Step 36079, Diff=1.70803e-06
Step 36080, Diff=1.70798e-06
Step 36081, Diff=1.70793e-06
Step 36082, Diff=1.70787e-06
Step 36083, Diff=1.70782e-06
Step 36084, Diff=1.70777e-06
Step 36085, Diff=1.70772e-06
Step 36086, Diff=1.70767e-06
Step 36087, Diff=1.70762e-06
Step 36088, Diff=1.70756e-06
Step 36089, Diff=1.70751e-06
Step 36090, Diff=1.70746e-06
Step 36091, Diff=1.70741e-06
Step 36092, Diff=1.70736e-06
Step 36093, Diff=1.70731e-06
Step 36094, Diff=1.70725e-06
Step 36095, Diff=1.7072e-06
Step 36096, Diff=1.70715e-06
Step 36097, Diff=1.7071e-06
Step 36098, Diff=1.70705e-06
Step 36099, Diff=1.707e-06
Step 36100, Diff=1.70694e-06
Step 36101, Diff=1.70689e-06
Step 36102, Diff=1.70684e-06
Step 36103, Diff=1.70679e-06
Step 36104, Diff=1.70674e-06
Step 36105, Diff=1.70669e-06
Step 36106, Diff=1.70663e-06
Step 36107, Diff=1.70658e-06
Step 36108, Diff=1.70653e-06
Step 36109, Diff=1.70648e-06
Step 36110, Diff=1.70643e-06
Step 36111, Diff=1.70638e-06
Step 36112, Diff=1.70632e-06
Step 36113, Diff=1.70627e-06
Step 36114, Diff=1.70622e-06
Step 36115, Diff=1.70617e-06
Step 36116, Diff=1.70612e-06
Step 36117, Diff=1.70607e-06
Step 36118, Diff=1.70601e-06
Step 36119, Diff=1.70596e-06
Step 36120, Diff=1.70591e-06
Step 36121, Diff=1.70586e-06
Step 36122, Diff=1.70581e-06
Step 36123, Diff=1.70576e-06
Step 36124, Diff=1.7057e-06
Step 36125, Diff=1.70565e-06
Step 36126, Diff=1.7056e-06
Step 36127, Diff=1.70555e-06
Step 36128, Diff=1.7055e-06
Step 36129, Diff=1.70545e-06
Step 36130, Diff=1.7054e-06
Step 36131, Diff=1.70534e-06
Step 36132, Diff=1.70529e-06
Step 36133, Diff=1.70524e-06
Step 36134, Diff=1.70519e-06
Step 36135, Diff=1.70514e-06
Step 36136, Diff=1.70509e-06
Step 36137, Diff=1.70503e-06
Step 36138, Diff=1.70498e-06
Step 36139, Diff=1.70493e-06
Step 36140, Diff=1.70488e-06
Step 36141, Diff=1.70483e-06
Step 36142, Diff=1.70478e-06
Step 36143, Diff=1.70472e-06
Step 36144, Diff=1.70467e-06
Step 36145, Diff=1.70462e-06
Step 36146, Diff=1.70457e-06
Step 36147, Diff=1.70452e-06
Step 36148, Diff=1.70447e-06
Step 36149, Diff=1.70442e-06
Step 36150, Diff=1.70436e-06
Step 36151, Diff=1.70431e-06
Step 36152, Diff=1.70426e-06
Step 36153, Diff=1.70421e-06
Step 36154, Diff=1.70416e-06
Step 36155, Diff=1.70411e-06
Step 36156, Diff=1.70405e-06
Step 36157, Diff=1.704e-06
Step 36158, Diff=1.70395e-06
Step 36159, Diff=1.7039e-06
Step 36160, Diff=1.70385e-06
Step 36161, Diff=1.7038e-06
Step 36162, Diff=1.70375e-06
Step 36163, Diff=1.70369e-06
Step 36164, Diff=1.70364e-06
Step 36165, Diff=1.70359e-06
Step 36166, Diff=1.70354e-06
Step 36167, Diff=1.70349e-06
Step 36168, Diff=1.70344e-06
Step 36169, Diff=1.70339e-06
Step 36170, Diff=1.70333e-06
Step 36171, Diff=1.70328e-06
Step 36172, Diff=1.70323e-06
Step 36173, Diff=1.70318e-06
Step 36174, Diff=1.70313e-06
Step 36175, Diff=1.70308e-06
Step 36176, Diff=1.70302e-06
Step 36177, Diff=1.70297e-06
Step 36178, Diff=1.70292e-06
Step 36179, Diff=1.70287e-06
Step 36180, Diff=1.70282e-06
Step 36181, Diff=1.70277e-06
Step 36182, Diff=1.70272e-06
Step 36183, Diff=1.70266e-06
Step 36184, Diff=1.70261e-06
Step 36185, Diff=1.70256e-06
Step 36186, Diff=1.70251e-06
Step 36187, Diff=1.70246e-06
Step 36188, Diff=1.70241e-06
Step 36189, Diff=1.70236e-06
Step 36190, Diff=1.7023e-06
Step 36191, Diff=1.70225e-06
Step 36192, Diff=1.7022e-06
Step 36193, Diff=1.70215e-06
Step 36194, Diff=1.7021e-06
Step 36195, Diff=1.70205e-06
Step 36196, Diff=1.702e-06
Step 36197, Diff=1.70194e-06
Step 36198, Diff=1.70189e-06
Step 36199, Diff=1.70184e-06
Step 36200, Diff=1.70179e-06
Step 36201, Diff=1.70174e-06
Step 36202, Diff=1.70169e-06
Step 36203, Diff=1.70164e-06
Step 36204, Diff=1.70158e-06
Step 36205, Diff=1.70153e-06
Step 36206, Diff=1.70148e-06
Step 36207, Diff=1.70143e-06
Step 36208, Diff=1.70138e-06
Step 36209, Diff=1.70133e-06
Step 36210, Diff=1.70128e-06
Step 36211, Diff=1.70123e-06
Step 36212, Diff=1.70117e-06
Step 36213, Diff=1.70112e-06
Step 36214, Diff=1.70107e-06
Step 36215, Diff=1.70102e-06
Step 36216, Diff=1.70097e-06
Step 36217, Diff=1.70092e-06
Step 36218, Diff=1.70087e-06
Step 36219, Diff=1.70081e-06
Step 36220, Diff=1.70076e-06
Step 36221, Diff=1.70071e-06
Step 36222, Diff=1.70066e-06
Step 36223, Diff=1.70061e-06
Step 36224, Diff=1.70056e-06
Step 36225, Diff=1.70051e-06
Step 36226, Diff=1.70045e-06
Step 36227, Diff=1.7004e-06
Step 36228, Diff=1.70035e-06
Step 36229, Diff=1.7003e-06
Step 36230, Diff=1.70025e-06
Step 36231, Diff=1.7002e-06
Step 36232, Diff=1.70015e-06
Step 36233, Diff=1.7001e-06
Step 36234, Diff=1.70004e-06
Step 36235, Diff=1.69999e-06
Step 36236, Diff=1.69994e-06
Step 36237, Diff=1.69989e-06
Step 36238, Diff=1.69984e-06
Step 36239, Diff=1.69979e-06
Step 36240, Diff=1.69974e-06
Step 36241, Diff=1.69968e-06
Step 36242, Diff=1.69963e-06
Step 36243, Diff=1.69958e-06
Step 36244, Diff=1.69953e-06
Step 36245, Diff=1.69948e-06
Step 36246, Diff=1.69943e-06
Step 36247, Diff=1.69938e-06
Step 36248, Diff=1.69933e-06
Step 36249, Diff=1.69927e-06
Step 36250, Diff=1.69922e-06
Step 36251, Diff=1.69917e-06
Step 36252, Diff=1.69912e-06
Step 36253, Diff=1.69907e-06
Step 36254, Diff=1.69902e-06
Step 36255, Diff=1.69897e-06
Step 36256, Diff=1.69892e-06
Step 36257, Diff=1.69886e-06
Step 36258, Diff=1.69881e-06
Step 36259, Diff=1.69876e-06
Step 36260, Diff=1.69871e-06
Step 36261, Diff=1.69866e-06
Step 36262, Diff=1.69861e-06
Step 36263, Diff=1.69856e-06
Step 36264, Diff=1.69851e-06
Step 36265, Diff=1.69845e-06
Step 36266, Diff=1.6984e-06
Step 36267, Diff=1.69835e-06
Step 36268, Diff=1.6983e-06
Step 36269, Diff=1.69825e-06
Step 36270, Diff=1.6982e-06
Step 36271, Diff=1.69815e-06
Step 36272, Diff=1.6981e-06
Step 36273, Diff=1.69804e-06
Step 36274, Diff=1.69799e-06
Step 36275, Diff=1.69794e-06
Step 36276, Diff=1.69789e-06
Step 36277, Diff=1.69784e-06
Step 36278, Diff=1.69779e-06
Step 36279, Diff=1.69774e-06
Step 36280, Diff=1.69769e-06
Step 36281, Diff=1.69763e-06
Step 36282, Diff=1.69758e-06
Step 36283, Diff=1.69753e-06
Step 36284, Diff=1.69748e-06
Step 36285, Diff=1.69743e-06
Step 36286, Diff=1.69738e-06
Step 36287, Diff=1.69733e-06
Step 36288, Diff=1.69728e-06
Step 36289, Diff=1.69723e-06
Step 36290, Diff=1.69717e-06
Step 36291, Diff=1.69712e-06
Step 36292, Diff=1.69707e-06
Step 36293, Diff=1.69702e-06
Step 36294, Diff=1.69697e-06
Step 36295, Diff=1.69692e-06
Step 36296, Diff=1.69687e-06
Step 36297, Diff=1.69682e-06
Step 36298, Diff=1.69676e-06
Step 36299, Diff=1.69671e-06
Step 36300, Diff=1.69666e-06
Step 36301, Diff=1.69661e-06
Step 36302, Diff=1.69656e-06
Step 36303, Diff=1.69651e-06
Step 36304, Diff=1.69646e-06
Step 36305, Diff=1.69641e-06
Step 36306, Diff=1.69636e-06
Step 36307, Diff=1.6963e-06
Step 36308, Diff=1.69625e-06
Step 36309, Diff=1.6962e-06
Step 36310, Diff=1.69615e-06
Step 36311, Diff=1.6961e-06
Step 36312, Diff=1.69605e-06
Step 36313, Diff=1.696e-06
Step 36314, Diff=1.69595e-06
Step 36315, Diff=1.6959e-06
Step 36316, Diff=1.69584e-06
Step 36317, Diff=1.69579e-06
Step 36318, Diff=1.69574e-06
Step 36319, Diff=1.69569e-06
Step 36320, Diff=1.69564e-06
Step 36321, Diff=1.69559e-06
Step 36322, Diff=1.69554e-06
Step 36323, Diff=1.69549e-06
Step 36324, Diff=1.69544e-06
Step 36325, Diff=1.69538e-06
Step 36326, Diff=1.69533e-06
Step 36327, Diff=1.69528e-06
Step 36328, Diff=1.69523e-06
Step 36329, Diff=1.69518e-06
Step 36330, Diff=1.69513e-06
Step 36331, Diff=1.69508e-06
Step 36332, Diff=1.69503e-06
Step 36333, Diff=1.69498e-06
Step 36334, Diff=1.69492e-06
Step 36335, Diff=1.69487e-06
Step 36336, Diff=1.69482e-06
Step 36337, Diff=1.69477e-06
Step 36338, Diff=1.69472e-06
Step 36339, Diff=1.69467e-06
Step 36340, Diff=1.69462e-06
Step 36341, Diff=1.69457e-06
Step 36342, Diff=1.69452e-06
Step 36343, Diff=1.69446e-06
Step 36344, Diff=1.69441e-06
Step 36345, Diff=1.69436e-06
Step 36346, Diff=1.69431e-06
Step 36347, Diff=1.69426e-06
Step 36348, Diff=1.69421e-06
Step 36349, Diff=1.69416e-06
Step 36350, Diff=1.69411e-06
Step 36351, Diff=1.69406e-06
Step 36352, Diff=1.69401e-06
Step 36353, Diff=1.69395e-06
Step 36354, Diff=1.6939e-06
Step 36355, Diff=1.69385e-06
Step 36356, Diff=1.6938e-06
Step 36357, Diff=1.69375e-06
Step 36358, Diff=1.6937e-06
Step 36359, Diff=1.69365e-06
Step 36360, Diff=1.6936e-06
Step 36361, Diff=1.69355e-06
Step 36362, Diff=1.6935e-06
Step 36363, Diff=1.69344e-06
Step 36364, Diff=1.69339e-06
Step 36365, Diff=1.69334e-06
Step 36366, Diff=1.69329e-06
Step 36367, Diff=1.69324e-06
Step 36368, Diff=1.69319e-06
Step 36369, Diff=1.69314e-06
Step 36370, Diff=1.69309e-06
Step 36371, Diff=1.69304e-06
Step 36372, Diff=1.69299e-06
Step 36373, Diff=1.69293e-06
Step 36374, Diff=1.69288e-06
Step 36375, Diff=1.69283e-06
Step 36376, Diff=1.69278e-06
Step 36377, Diff=1.69273e-06
Step 36378, Diff=1.69268e-06
Step 36379, Diff=1.69263e-06
Step 36380, Diff=1.69258e-06
Step 36381, Diff=1.69253e-06
Step 36382, Diff=1.69248e-06
